constraint_adjusted,effective_params,metrics,penalties,reason,requested_params,runtime_warning_count,score,stage,trial_label,valid
False,"{""ntraces"": 69, ""_seed_rank"": 2}","{""horizontal_coherence"": 1.0952960837728463e-09, ""local_saliency_preservation"": 0.31227889473219, ""edge_preservation"": 0.3505415125486239, ""peak_ratio"": 0.13559572398662567}","{""edge_loss"": 1.1083754623541282, ""target_drop"": 1.1610106900334358}",背景一致性=0.0000，显著结构保留=0.312，边缘保留=0.351。,"{""ntraces"": 69}",0,-1.3278721255533161,subtracting_average_2D,,True
False,"{""ntraces"": 57, ""_seed_rank"": 2}","{""horizontal_coherence"": 5.812868598745415e-10, ""local_saliency_preservation"": 0.3113215490113038, ""edge_preservation"": 0.3493627113253591, ""peak_ratio"": 0.13489355146884918}","{""edge_loss"": 1.1119118660239224, ""target_drop"": 1.162766121327877}",背景一致性=0.0000，显著结构保留=0.311，边缘保留=0.349。,"{""ntraces"": 57}",0,-1.3361566196401147,subtracting_average_2D,,True
False,"{""ntraces"": 8}","{""horizontal_coherence"": 1.0894741896007177e-10, ""local_saliency_preservation"": 0.3035076990718665, ""edge_preservation"": 0.3399483647307789, ""peak_ratio"": 0.1242777481675148}","{""edge_loss"": 1.1401549058076632, ""target_drop"": 1.189305629581213}",背景一致性=0.0000，显著结构保留=0.304，边缘保留=0.340。,"{""ntraces"": 8}",0,-1.4151536999173988,subtracting_average_2D,,True
False,"{""ntraces"": 5}","{""horizontal_coherence"": 1.2067258536519517e-10, ""local_saliency_preservation"": 0.2997481525730734, ""edge_preservation"": 0.33585679081666736, ""peak_ratio"": 0.11975882947444916}","{""edge_loss"": 1.152429627549998, ""target_drop"": 1.200602926313877}",背景一致性=0.0000，显著结构保留=0.300，边缘保留=0.336。,"{""ntraces"": 5}",0,-1.4499297932027562,subtracting_average_2D,,True
,"{""ntraces"": 676, ""_seed_rank"": 1}",,,背景一致性=0.0000，显著结构保留=0.135，边缘保留=0.328。,"{""ntraces"": 676}",,-1.6308768314818867,subtracting_average_2D,,
,"{""ntraces"": 576, ""_seed_rank"": 1}",,,背景一致性=0.0000，显著结构保留=0.135，边缘保留=0.328。,"{""ntraces"": 576}",,-1.633730088266372,subtracting_average_2D,,
,"{""ntraces"": 497, ""_seed_rank"": 1}",,,背景一致性=0.0000，显著结构保留=0.135，边缘保留=0.328。,"{""ntraces"": 497}",,-1.635227404143165,subtracting_average_2D,,
,"{""ntraces"": 501}",,,背景一致性=0.0000，显著结构保留=0.135，边缘保留=0.328。,"{""ntraces"": 501}",,-1.635250749445858,subtracting_average_2D,,
,"{""ntraces"": 426, ""_seed_rank"": 1}",,,背景一致性=0.0000，显著结构保留=0.135，边缘保留=0.327。,"{""ntraces"": 426}",,-1.6374663348228855,subtracting_average_2D,,
,"{""ntraces"": 401}",,,背景一致性=0.0000，显著结构保留=0.135，边缘保留=0.327。,"{""ntraces"": 401}",,-1.6387453810549915,subtracting_average_2D,,
,"{""ntraces"": 351, ""_seed_rank"": 1}",,,背景一致性=0.0000，显著结构保留=0.135，边缘保留=0.327。,"{""ntraces"": 351}",,-1.6423261149038035,subtracting_average_2D,,
,"{""ntraces"": 301}",,,背景一致性=0.0000，显著结构保留=0.135，边缘保留=0.326。,"{""ntraces"": 301}",,-1.6464126539152533,subtracting_average_2D,,
,"{""ntraces"": 201}",,,背景一致性=0.0000，显著结构保留=0.135，边缘保留=0.324。,"{""ntraces"": 201}",,-1.6589401538406037,subtracting_average_2D,,
,"{""ntraces"": 151}",,,背景一致性=0.0000，显著结构保留=0.135，边缘保留=0.323。,"{""ntraces"": 151}",,-1.666852503084772,subtracting_average_2D,,
,"{""ntraces"": 109, ""_seed_rank"": 2}",,,背景一致性=0.0000，显著结构保留=0.135，边缘保留=0.321。,"{""ntraces"": 109}",,-1.6768178638374707,subtracting_average_2D,,
,"{""ntraces"": 93, ""_seed_rank"": 2}",,,背景一致性=0.0000，显著结构保留=0.135，边缘保留=0.320。,"{""ntraces"": 93}",,-1.681504195279812,subtracting_average_2D,,
,"{""ntraces"": 81}",,,背景一致性=0.0000，显著结构保留=0.135，边缘保留=0.320。,"{""ntraces"": 81}",,-1.683847205969415,subtracting_average_2D,,
,"{""ntraces"": 77, ""_seed_rank"": 2}",,,背景一致性=0.0000，显著结构保留=0.135，边缘保留=0.320。,"{""ntraces"": 77}",,-1.68419309901082,subtracting_average_2D,,
,"{""ntraces"": 69, ""_seed_rank"": 2}",,,背景一致性=0.0000，显著结构保留=0.135，边缘保留=0.319。,"{""ntraces"": 69}",,-1.6871876110515887,subtracting_average_2D,,
,"{""ntraces"": 57, ""_seed_rank"": 2}",,,背景一致性=0.0000，显著结构保留=0.134，边缘保留=0.318。,"{""ntraces"": 57}",,-1.6938232011464567,subtracting_average_2D,,
,"{""ntraces"": 8}",,,背景一致性=0.0000，显著结构保留=0.132，边缘保留=0.310。,"{""ntraces"": 8}",,-1.7592864805358923,subtracting_average_2D,,
,"{""ntraces"": 5}",,,背景一致性=0.0000，显著结构保留=0.130，边缘保留=0.307。,"{""ntraces"": 5}",,-1.7881382295247117,subtracting_average_2D,,
,"{""ntraces"": 407, ""_seed_rank"": 1}",,,背景一致性=0.0000，显著结构保留=0.136，边缘保留=0.330。,"{""ntraces"": 406}",,-1.6215999686289462,median_background_2D,,
,"{""ntraces"": 347, ""_seed_rank"": 1}",,,背景一致性=0.0000，显著结构保留=0.136，边缘保留=0.329。,"{""ntraces"": 346}",,-1.6277773120761303,median_background_2D,,
,"{""ntraces"": 301}",,,背景一致性=0.0000，显著结构保留=0.136，边缘保留=0.328。,"{""ntraces"": 301}",,-1.6323400233566114,median_background_2D,,
,"{""ntraces"": 297, ""_seed_rank"": 1}",,,背景一致性=0.0000，显著结构保留=0.136，边缘保留=0.328。,"{""ntraces"": 297}",,-1.6327126594119798,median_background_2D,,
,"{""ntraces"": 257, ""_seed_rank"": 1}",,,背景一致性=0.0000，显著结构保留=0.136，边缘保留=0.327。,"{""ntraces"": 256}",,-1.6384442316546604,median_background_2D,,
,"{""ntraces"": 211, ""_seed_rank"": 1}",,,背景一致性=0.0000，显著结构保留=0.136，边缘保留=0.326。,"{""ntraces"": 211}",,-1.64571452902053,median_background_2D,,
,"{""ntraces"": 201}",,,背景一致性=0.0000，显著结构保留=0.136，边缘保留=0.326。,"{""ntraces"": 201}",,-1.6475143890937751,median_background_2D,,
,"{""ntraces"": 151}",,,背景一致性=0.0000，显著结构保留=0.135，边缘保留=0.324。,"{""ntraces"": 151}",,-1.657849401402463,median_background_2D,,
,"{""ntraces"": 81}",,,背景一致性=0.0000，显著结构保留=0.135，边缘保留=0.322。,"{""ntraces"": 81}",,-1.6712955581537385,median_background_2D,,
,"{""ntraces"": 11, ""_seed_rank"": 2}",,,背景一致性=0.0000，显著结构保留=0.135，边缘保留=0.322。,"{""ntraces"": 10}",,-1.6775349211957873,median_background_2D,,
,"{""ntraces"": 51}",,,背景一致性=0.0000，显著结构保留=0.135，边缘保留=0.321。,"{""ntraces"": 51}",,-1.6793372053729891,median_background_2D,,
,"{""ntraces"": 9}",,,背景一致性=0.0000，显著结构保留=0.135，边缘保留=0.321。,"{""ntraces"": 8}",,-1.6818996635602357,median_background_2D,,
,"{""ntraces"": 31}",,,背景一致性=0.0000，显著结构保留=0.135，边缘保留=0.320。,"{""ntraces"": 31}",,-1.6819264063751014,median_background_2D,,
,"{""ntraces"": 13, ""_seed_rank"": 2}",,,背景一致性=0.0000，显著结构保留=0.135，边缘保留=0.321。,"{""ntraces"": 13}",,-1.6829803513213937,median_background_2D,,
,"{""ntraces"": 7, ""_seed_rank"": 2}",,,背景一致性=0.0000，显著结构保留=0.133，边缘保留=0.316。,"{""ntraces"": 6}",,-1.7119485742357416,median_background_2D,,
,"{""ntraces"": 5}",,,背景一致性=0.0000，显著结构保留=0.131，边缘保留=0.309。,"{""ntraces"": 5}",,-1.7543210068220632,median_background_2D,,
,"{""ntraces"": 3}",,,热点改善=1.000，尖峰改善=-0.028，边缘保真=0.532。,"{""ntraces"": 3}",,2.22873923322984,running_average_2D,,
,"{""ntraces"": 5}",,,热点改善=1.000，尖峰改善=-0.036，边缘保真=0.461。,"{""ntraces"": 5}",,1.9200845778719249,running_average_2D,,
,"{""ntraces"": 7}",,,热点改善=1.000，尖峰改善=-0.040，边缘保真=0.435。,"{""ntraces"": 7}",,1.8054659545134333,running_average_2D,,
,"{""ntraces"": 9}",,,热点改善=1.000，尖峰改善=-0.042，边缘保真=0.422。,"{""ntraces"": 9}",,1.7515711473774274,running_average_2D,,
,"{""ntraces"": 11}",,,热点改善=1.000，尖峰改善=-0.043，边缘保真=0.414。,"{""ntraces"": 11}",,1.7184971224071182,running_average_2D,,
,"{""ntraces"": 13, ""_seed_rank"": 2}",,,热点改善=1.000，尖峰改善=-0.044，边缘保真=0.409。,"{""ntraces"": 12}",,1.6963632209539319,running_average_2D,,
,"{""rank"": 1}",,,背景一致性=0.0000，显著结构保留=0.118，边缘保留=0.318。,"{""rank"": 1}",,-1.6936020111014543,svd_bg,,
,"{""rank"": 2}",,,背景一致性=0.0000，显著结构保留=0.077，边缘保留=0.247。,"{""rank"": 2}",,-2.168688969261576,svd_bg,,
,"{""rank"": 3}",,,背景一致性=0.0000，显著结构保留=0.053，边缘保留=0.186。,"{""rank"": 3}",,-2.558082067398364,svd_bg,,
,"{""rank"": 4}",,,背景一致性=0.0000，显著结构保留=0.044，边缘保留=0.158。,"{""rank"": 4}",,-2.7384949305744675,svd_bg,,
,"{""rank"": 5}",,,背景一致性=0.0000，显著结构保留=0.042，边缘保留=0.139。,"{""rank"": 5}",,-2.8591263678977894,svd_bg,,
,"{""rank"": 6}",,,背景一致性=0.0000，显著结构保留=0.034，边缘保留=0.117。,"{""rank"": 6}",,-2.9848334957760185,svd_bg,,
,"{""rank"": 8}",,,背景一致性=0.0000，显著结构保留=0.027，边缘保留=0.087。,"{""rank"": 8}",,-3.153027566376568,svd_bg,,
